scholarship_name,deadline,degree,university_name,level,country
University of Northampton International Scholarship in the UK 2020,10 Oct 2019,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT,Education,Applied & Pure Sciences,Law,Accounting & Finance,Humanities",,,
Rhodes Scholarships at Oxford University for International Students,30 Sep 2019,"Engineering&Technology,Business & Management,Computer Science & IT,Architecture & Construction,Accounting & Finance",,,
International Vice-Chancellor’s Undergraduate Scholarship in the UK 2020,20 Sep 2019,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT,Social Sciences,Applied & Pure Sciences,Accounting & Finance,Media Studies ",,,
Faculty of Engineering Excellence funding for International Students in the UK 2019-2020,20 Sep 2019,Engineering&Technology,,,
"International Sports Scholarship at the University of the West of England, UK",31 Oct 2019,,,,
International Undergraduate Science and Engineering Scholarship in the UK 2020-2021,18 Sep 2019,"Engineering&Technology,Social Sciences,Applied & Pure Sciences",,,
Nottingham Trent University PhD Positions for international Students,08 Sep 2019,Engineering&Technology,,,
MBA Visionary Scholarships for International Candidates in the UK 2019-2020,29 Sep 2019,Business & Management,,,
ServiceScape funding for International Students 2019,30 Nov 2019,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT,Education,Social Sciences",,,
International Undergraduate music awards at Newcastle University 2020,14 Sep 2019,,,,
Vice-Chancellors international Awards at Newcastle University 2020-2021,12 Sep 2019,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT,Education,Social Sciences,Applied & Pure Sciences,Law,Accounting & Finance,Humanities",,,
School of Law International Undergraduate Scholarship at University of Leeds 2020,10 Sep 2019,Law,,,
"University of Dundee Boyack Bursary for International Students in the UK, 2020",20 Nov 2019,Accounting & Finance,,,
Edupapers Scholarship Program,29 Nov 2019,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT,Education,Social Sciences,Applied & Pure Sciences,Law,Accounting & Finance,Humanities",,,
"50 Percent Final Year Undergraduate Continuation Scholarship Program, UK",31 Aug 2019,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT,Education,Social Sciences,Applied & Pure Sciences",,,
Newcastle University PhD Studentship in Health and Society in UK,30 Sep 2019,,,,
"MSc Human Resource Management Scholarships for International Students in the UK, 2019",13 Sep 2019,Humanities,,,
International Alistair Telfer Award in the United Kingdom 2019-2020,31 Oct 2019,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT,Social Sciences",,,
The VII Academy international Awards at University Arts London 2019,06 Sep 2019,Art & Design,,,
Leeds Trinity University International Bursary in the UK 2019,06 Sep 2019,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT,Architecture & Construction,Law,Accounting & Finance,Humanities",,,
"Redrow Aspirational Award for International Students Middlesex University London in UK, 2019",30 Aug 2019,"Engineering&Technology,Business & Management,Computer Science & IT,Social Sciences,Applied & Pure Sciences",,,
Keele Alumni Discount for International Students in the UK 2019-2020,02 Sep 2019,"Art & Design,Engineering&Technology,Business & Management,Medical & Pharmacy,Social Sciences,Applied & Pure Sciences,Law,Humanities",,,
"International Taught Masters Scholarship, 2019",31 Aug 2019,"Engineering&Technology,Business & Management,Computer Science & IT,Education,Social Sciences,Applied & Pure Sciences,Law,Accounting & Finance,Humanities",,,
City University London Global Leaders Scholarship 2019,30 Sep 2019,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT,Education,Social Sciences,Applied & Pure Sciences,Humanities",,,
"University of Bradford Emerald international awards in the UK, 2019",31 Aug 2019,,,,
LUMS Postgraduate international awards in the UK 2019-2020,31 Aug 2019,Accounting & Finance,,,
Coventry University Award Tier 2 Scholarship in the UK 2019,31 Aug 2019,"Art & Design,Social Sciences,Humanities",,,
"Northumbria Undergraduate Global funding for International Students in UK, 2019",04 Sep 2019,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy,Education,Religion & Ethics,Social Sciences,Tourism & Hospitality,Applied & Pure Sciences,Law,Accounting & Finance,Media Studies ,Agriculture & Veterinary,Humanities",,,
Opportunity funding for International Student at University of Wolverhampton 2019,20 Sep 2019,Social Sciences,,,
International Accommodation Vlogging Scholarship in the UK 2019-2020,31 Aug 2019,"Social Sciences,Applied & Pure Sciences,Accounting & Finance,Humanities",,,
The University of Chester Sports Scholarships in the UK 2019-2020,13 Sep 2019,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT,Education,Social Sciences,Applied & Pure Sciences,Accounting & Finance,Humanities",,,
Theory Award for International Students in the UK 2019,15 Aug 2019,Art & Design,,,
"The Vice-Chancellor’s International Scholarship, 2019",01 Sep 2019,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy,Education,Religion & Ethics,Social Sciences,Tourism & Hospitality,Applied & Pure Sciences,Architecture & Construction,Law,Accounting & Finance,Media Studies ,Agriculture & Veterinary,Humanities",,,
Funded Vice-Chancellors International Scholarship in UK.,23 Aug 2019,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT,Social Sciences,Applied & Pure Sciences,Humanities",,,
Grace and Thomas C. H. Chan Scholarships Fund International PhD Scholarship in UK,03 Dec 2019,"Art & Design,Social Sciences,Humanities",,,
Chevening Scholarship 2020 in UK UK Governments Global Scholarship Program,05 Nov 2019,"Engineering&Technology,Business & Management,Computer Science & IT,Education,Social Sciences,Applied & Pure Sciences,Accounting & Finance,Media Studies ,Agriculture & Veterinary,Humanities",,,
"Chemistry Tercentenary International masters programmes in the UK, 2020-2021",01 May 2020,,,,
"Beacon Equity Trust Scholarships for International Students in UK, 2020",28 Feb 2020,"Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy,Education,Social Sciences,Applied & Pure Sciences,Architecture & Construction,Law,Accounting & Finance,Media Studies ,Agriculture & Veterinary",,,
Fully Funded International PhD Scholarship in University of Strathclyde UK.,31 Aug 2019,Business & Management,,,
University of Glasgow FINTECH Scholarships for UK-EU and International Students in UK,31 Aug 2019,Engineering&Technology,,,
"Article 26 Sanctuary Seeker International Awards in UK, 2020",15 Jan 2020,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy,Education,Religion & Ethics,Social Sciences,Tourism & Hospitality,Architecture & Construction,Law,Accounting & Finance,Humanities",,,
"Newcastle University International Sports Scholarships in UK, 2019",02 Oct 2019,,,,
"Faculty of Science Undergraduate Elite international awards in UK, 2019",16 Sep 2019,"Art & Design,Medical & Pharmacy,Social Sciences,Applied & Pure Sciences",,,
"Brunel University London PhD Studentship for UK, EU and International Students, 2019",06 Mar 2020,"Business & Management,Computer Science & IT",,,
"Professor Colin Eaborn Chemistry funding for International Students in the UK, 2019",30 Sep 2019,"Engineering&Technology,Computer Science & IT",,,
"Cardiff University International Foundation Programme Scholarships in UK, 2019",31 Jul 2019,"Engineering&Technology,Computer Science & IT",,,
"LCBS MBA Scholarships for International Students in UK, 2019-2020",31 Jul 2019,Business & Management,,,
"Birmingham City University Undergraduate international awards in UK, 2019",31 Jul 2019,"Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy,Religion & Ethics,Social Sciences,Tourism & Hospitality",,,
"Alastair Storey funding for UK/EU and International Students in UK, 2019-2020",31 Oct 2019,"Art & Design,Computer Science & IT",,,
"University of York Biology Department Undergraduate International Scholarship in UK, 2019",31 Jul 2019,"Engineering&Technology,Social Sciences,Tourism & Hospitality",,,
"Fully Funded Science Law School funding for International Students, 2019-2020",30 Nov 2019,"Art & Design,Engineering&Technology,Social Sciences,Law",,,
"Sports Scholarships Scheme for International Students at Sussex University in the UK, 2019",11 Nov 2019,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy,Education,Religion & Ethics,Social Sciences,Tourism & Hospitality,Applied & Pure Sciences,Architecture & Construction,Accounting & Finance,Humanities",,,
"Foundation Academic Merit awards for International Students in UK, 2019-2020",05 Aug 2019,"Engineering&Technology,Humanities",,,
"Surrey Prestige funding for International Students in UK, 2019",31 Dec 2019,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy,Education,Social Sciences,Applied & Pure Sciences",,,
"IFP Ambassador funding for International Students in UK, 2019-2020",24 Nov 2019,"Art & Design,Medical & Pharmacy,Social Sciences,Applied & Pure Sciences",,,
"City University of London Global Leaders Scholarship in UK, 2019",30 Sep 2019,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy,Education,Religion & Ethics,Social Sciences,Tourism & Hospitality,Applied & Pure Sciences,Architecture & Construction,Law,Accounting & Finance,Media Studies ,Agriculture & Veterinary,Humanities",,,
"Keele International Excellence Scholarship in UK, 2019-2020",20 Aug 2019,"Business & Management,Religion & Ethics",,,
"Newcastle University Fine Art and Forshaw MFA Bursaries for Female Students in the UK, 2019",26 Jul 2019,Art & Design,,,
"Newcastle University PhD Studentship in the School of Engineering in UK, 2019",26 Jul 2019,Engineering&Technology,,,
"Academic Excellence Scholarship at University College Birmingham in UK, 2019",05 Aug 2019,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT,Education,Religion & Ethics,Social Sciences,Tourism & Hospitality,Architecture & Construction,Law,Accounting & Finance,Media Studies ,Humanities",,,
"Strathclyde Business School - Deans Excellence Scholarships for International Students in UK, 2019",31 Jul 2019,"Art & Design,Business & Management,Tourism & Hospitality,Accounting & Finance",,,
"Coventry University European City of Sport Scholarship in UK, 2019",31 Aug 2019,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy,Education,Religion & Ethics,Social Sciences,Tourism & Hospitality,Applied & Pure Sciences,Architecture & Construction,Accounting & Finance,Humanities",,,
"Country Award Tier 2 funding for International Students in UK, 2019",31 Aug 2019,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy,Education,Social Sciences,Tourism & Hospitality,Applied & Pure Sciences,Accounting & Finance,Humanities",,,
"Funded International Visiting Fellowship at The University of Essex in UK,2019",15 Feb 2020,"Art & Design,Engineering&Technology,Medical & Pharmacy,Social Sciences,Applied & Pure Sciences,Humanities",,,
"University of Liverpool Management School London Full International Scholarship in UK, 2019",31 Aug 2019,"Art & Design,Business & Management,Tourism & Hospitality,Accounting & Finance",,,
"Surrey International funding for Engineering and Physical Sciences in the UK, 2019",31 Aug 2019,"Art & Design,Engineering&Technology,Medical & Pharmacy,Social Sciences,Applied & Pure Sciences",,,
"Coventry University Country Award Tier 1 funding for International Students the UK, 2019",31 Aug 2019,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy,Education,Religion & Ethics,Social Sciences,Tourism & Hospitality,Applied & Pure Sciences,Architecture & Construction,Law,Accounting & Finance,Agriculture & Veterinary,Humanities",,,
"Anglia Ruskin University Sports funding for International Students in the UK, 2019",11 Nov 2019,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy,Religion & Ethics,Social Sciences,Tourism & Hospitality,Applied & Pure Sciences,Architecture & Construction,Accounting & Finance,Humanities",,,
"Anglia Ruskin University MBA funding for International Students in UK, 2019-2020",31 Aug 2019,Business & Management,,,
"University of Dundee CEPMLP Anglo American Scholarship in the UK, 2019",31 Jul 2019,"Art & Design,Computer Science & IT,Others",,,
